Designator,Mid X,Mid Y,Rotation,Layer
C1,49.276,-62.3948,270.0,top
C10,29.2608,-24.3484,270.0,top
C11,24.1452,-43.9166,0.0,top
C12,31.0032,-54.4576,0.0,top
C13,26.9214,-68.1228,0.0,top
C14,30.0736,-68.6946,90.0,top
C15,37.2136,-57.9628,0.0,top
C16,60.0684,-57.9882,0.0,top
C17,37.1882,-60.4266,0.0,top
C18,60.0482,-60.4266,0.0,top
C19,34.5948,-62.8012,90.0,top
C2,45.5142,-61.5188,180.0,top
C20,52.705,-90.4468,270.0,top
C21,44.5744,-89.8144,180.0,top
C22,56.2102,-88.0644,270.0,top
C23,45.3162,-77.5462,0.0,top
C24,57.4802,-59.6516,90.0,top
C25,34.5948,-59.83,90.0,top
C26,26.6472,-70.4088,0.0,top
C27,57.4802,-62.624,90.0,top
C28,58.42,-88.0592,270.0,top
C29,45.3162,-75.3364,0.0,top
C3,71.882,-62.2684,270.0,top
C30,37.1882,-61.9252,0.0,top
C31,53.594,-95.7958,90.0,top
C32,44.2852,-92.329,180.0,top
C33,60.0482,-61.9252,0.0,top
C34,30.0736,-71.6664,90.0,top
C35,55.9308,-95.8062,90.0,top
C36,60.6298,-88.0644,270.0,top
C37,45.3162,-73.1012,0.0,top
C38,54.9148,-95.8062,90.0,top
C39,54.8386,-77.5208,0.0,top
C4,68.3794,-61.5188,180.0,top
C40,56.2102,-78.9204,270.0,top
C41,43.9674,-88.4402,90.0,top
C42,55.4508,-91.8718,180.0,top
C43,48.0594,-89.9414,180.0,top
C44,43.942,-78.9152,90.0,top
C45,58.3946,-78.9204,270.0,top
C46,41.6306,-88.4402,90.0,top
C47,55.4508,-90.9066,180.0,top
C48,32.1336,-66.7512,0.0,top
C49,60.6298,-78.9204,270.0,top
C5,45.5194,-62.4332,180.0,top
C50,39.2684,-88.4402,90.0,top
C51,47.3072,-92.5322,180.0,top
C52,55.1154,-89.8144,180.0,top
C53,39.243,-70.8432,270.0,top
C54,114.1984,-81.2012,90.0,top
C55,103.124,-94.935,90.0,top
C56,114.3254,-74.0638,90.0,top
C57,100.7364,-97.635,270.0,top
C58,39.751,-33.3222,270.0,top
C59,37.5666,-33.3274,270.0,top
C6,68.3742,-62.4332,180.0,top
C60,60.7568,-33.3274,270.0,top
C61,58.5724,-33.3274,270.0,top
C62,81.7372,-33.3756,90.0,top
C63,102.7176,-33.373,90.0,top
C64,38.6842,-51.2546,270.0,top
C65,41.6814,-51.252,270.0,top
C66,61.5696,-51.336,270.0,top
C67,64.5668,-51.2852,270.0,top
C68,79.4258,-33.3756,90.0,top
C69,100.3808,-33.373,90.0,top
C7,26.035,-24.3434,270.0,top
C70,50.2412,-33.3222,270.0,top
C71,48.0568,-33.3222,270.0,top
C72,71.247,-33.3274,270.0,top
C73,69.0626,-33.3274,270.0,top
C74,92.2274,-33.3782,90.0,top
C75,113.2078,-33.373,90.0,top
C76,44.6786,-51.2546,270.0,top
C77,47.6758,-51.2546,270.0,top
C78,67.564,-51.2852,270.0,top
C79,70.5612,-51.2852,270.0,top
C8,60.1192,-90.7542,0.0,top
C80,89.8906,-33.373,90.0,top
C81,110.8964,-33.373,90.0,top
C9,66.167,-85.7758,270.0,top
CN1,23.9522,-31.8624,270.0,top
D1,22.709,-39.4716,0.0,top
D2,75.7705,-95.0976,0.0,top
D3,48.9481,-72.4662,180.0,top
D4,30.1752,-65.4789,90.0,top
J1,43.2054,-98.0694,90.0,top
J2,78.994,-87.7824,180.0,top
J3,27.8892,-80.9752,90.0,top
J4,69.85,-98.0694,90.0,top
J5,109.4994,-73.5584,0.0,top
J6,60.833,-69.3166,180.0,top
R1,59.4106,-85.8266,0.0,top
R10,44.5008,-66.8274,90.0,top
R11,67.3608,-66.7493,90.0,top
R12,41.6814,-67.5366,90.0,top
R13,64.5668,-67.566,90.0,top
R14,36.9804,-66.9798,180.0,top
R15,54.991,-93.4446,90.0,top
R16,53.6956,-90.4768,90.0,top
R17,79.8322,-96.2425,90.0,top
R18,48.9185,-75.6666,180.0,top
R19,30.1752,-62.1049,270.0,top
R2,47.1405,-59.9694,180.0,top
R20,75.0316,-85.9008,270.0,top
R21,107.2662,-90.805,0.0,top
R22,112.2152,-90.8304,0.0,top
R23,109.2708,-85.0919,90.0,top
R24,111.1758,-85.0919,270.0,top
R25,113.5868,-72.0598,0.0,top
R26,101.219,-95.885,180.0,top
R27,58.547,-70.3854,90.0,top
R28,58.5978,-67.7418,90.0,top
R29,80.6196,-39.118,270.0,top
R3,47.1443,-58.0644,180.0,top
R30,101.0412,-39.0886,270.0,top
R31,39.4462,-36.1818,270.0,top
R32,36.703,-36.1696,270.0,top
R33,81.7372,-36.2082,90.0,top
R34,102.7176,-36.2072,90.0,top
R35,60.4774,-36.1828,270.0,top
R36,57.7342,-36.1828,270.0,top
R37,37.8734,-41.8846,0.0,top
R38,37.8714,-44.196,0.0,top
R39,60.704,-41.8592,0.0,top
R4,47.1405,-56.1594,180.0,top
R40,60.704,-44.2214,0.0,top
R41,37.8694,-39.5478,0.0,top
R42,37.8694,-46.5582,0.0,top
R43,60.704,-39.5478,0.0,top
R44,60.704,-46.5328,0.0,top
R45,78.3844,-39.114,270.0,top
R46,98.8314,-39.0886,270.0,top
R47,78.9178,-36.2072,90.0,top
R48,99.8474,-36.2072,90.0,top
R49,93.218,-39.0886,270.0,top
R5,69.9751,-59.8424,180.0,top
R50,113.5126,-39.0418,270.0,top
R51,92.2274,-36.2072,90.0,top
R52,113.2078,-36.2072,90.0,top
R53,49.9364,-36.1818,270.0,top
R54,47.2186,-36.1818,270.0,top
R55,70.9676,-36.195,270.0,top
R56,68.2244,-36.1818,270.0,top
R57,48.8188,-46.1772,180.0,top
R58,48.8188,-39.497,180.0,top
R59,71.2744,-46.228,180.0,top
R6,69.9751,-57.9374,180.0,top
R60,71.2744,-39.5224,180.0,top
R61,48.8208,-43.942,180.0,top
R62,48.8168,-41.7068,180.0,top
R63,71.2744,-43.9928,180.0,top
R64,71.2704,-41.7576,180.0,top
R65,90.9574,-39.0886,270.0,top
R66,111.2774,-39.0632,270.0,top
R67,89.408,-36.2072,90.0,top
R68,110.3884,-36.2072,90.0,top
R7,69.9751,-56.0324,180.0,top
R8,46.3023,-64.1604,180.0,top
R9,69.1623,-64.1096,180.0,top
U1,50.0888,-83.6676,90.0,top
U10,109.716,-94.996,0.0,top
U11,46.7412,-27.418,0.0,top
U12,67.747,-27.418,0.0,top
U13,78.2372,-27.418,0.0,top
U14,99.2176,-27.418,0.0,top
U15,88.7274,-27.418,0.0,top
U16,109.7078,-27.418,0.0,top
U17,90.5272,-89.3754,180.0,top
U18,116.9962,-76.441,90.0,top
U19,116.99755,-85.4404,90.0,top
U2,41.3612,-61.67635,180.0,top
U20,86.36,-42.7228,270.0,top
U21,106.68,-42.7332,270.0,top
U22,43.18,-42.7332,270.0,top
U23,66.0654,-42.7586,270.0,top
U3,64.2212,-61.68385,180.0,top
U4,23.194766,-51.039967,270.0,top
U5,24.0792,-61.6078,270.0,top
U6,36.97025,-70.5866,180.0,top
U7,22.47385,-73.5408,270.0,top
U8,36.251,-27.418,0.0,top
U9,57.2568,-27.418,0.0,top
X1,63.4238,-89.6112,270.0,top
